,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,,,,,,
589,Michael Phillips ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
590,Jordan Pickford ,Goalkeeper,38,10,58,,,,,,,,,,,,,,,0,2,0,"1,162",30.58,,,,,336,0,0,1,,0,,,,,,,,,,
591,Jérémy Pied ,Defender,2,0,3,9,67%,0,0,8,4,0,0,15,14,4,2,1,0,0,0,1,96,48,0,7,14%,0,3,0,0,1,0,0,0,0,0,0,,,,,,
592,Erik Pieters ,Defender,31,4,50,71,66%,0,0,61,106,48,1,154,159,157,9,53,46,0,1,1,"1,000",32.26,3,64,20%,0,53,5,0,58,2,0,0,0,0,0,,,,,,
593,Paul Pogba ,Midfielder,27,,,33,70%,,29,21,25,14,,161,208,165,75,51,30,,0,10,"1,721",63.74,4,28,14%,15,110,5,1,44,3,6,1,5,0,2,0.22,,,,,
594,Nick Pope ,Goalkeeper,35,11,35,,,,,,,,,,,,,,,0,0,0,"1,099",31.4,,,,,362,3,0,1,,0,,,,,,,,,,
595,Alex Pritchard ,Midfielder,14,,,19,42%,,11,5,8,1,,69,58,66,14,2,19,,0,1,344,24.57,5,48,27%,1,12,1,0,5,1,1,0,0,1,0,0.07,,,,,
596,Sebastian Prödl ,Defender,21,5,29,22,77%,0,1,31,89,36,0,76,73,56,0,45,28,0,0,0,568,27.05,1,1,0%,0,54,5,0,21,2,0,0,0,0,0,,,,,,
597,Davy Pröpper ,Midfielder,35,,,73,60%,,10,60,68,27,,245,166,187,36,47,41,,0,4,"1,387",39.63,1,12,25%,2,114,2,1,41,2,0,0,0,0,1,0,,,,,
598,Marc Pugh ,Midfielder,20,,,7,43%,,4,13,13,7,,48,42,65,19,8,16,,0,0,469,23.45,0,32,13%,3,17,2,0,7,2,0,0,0,0,1,0,,,,,
599,Jason Puncheon ,Midfielder,10,,,13,31%,,5,5,4,1,,27,24,41,4,4,8,,0,0,238,23.8,0,20,25%,0,10,5,0,14,0,0,0,0,0,0,0,,,,,
600,Collin Quaner ,Forward,26,,,22,,,4,11,13,2,,,,,,,,,,4,422,16.23,3,22,,,,4,0,14,3,0,0,0,0,0,0,,,,,
601,Rafael Camacho ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
602,Erdal Rakip ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
603,Ramadan Sobhi ,Midfielder,24,,,32,66%,,3,14,12,7,,90,86,96,30,11,17,,0,0,421,17.54,0,16,25%,1,5,2,0,14,3,2,0,2,0,0,0.08,,,,,
604,Sandro Ramírez ,Forward,8,,,2,,,3,1,0,0,,,,,,,,,,0,82,10.25,0,6,,,,0,0,1,1,0,0,0,0,0,0,,,,,
605,Aaron Ramsdale ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
606,Aaron Ramsey ,Midfielder,24,,,35,77%,,11,24,6,4,,128,107,122,29,10,16,,0,8,"1,239",51.63,9,17,18%,10,43,0,0,28,0,7,0,6,1,2,0.29,,,,,
607,Connor Randall ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
608,Darren Randolph ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
609,Angel Rangel ,Defender,4,0,3,4,75%,0,0,3,3,1,0,12,5,10,0,1,5,0,0,0,95,23.75,0,6,17%,0,2,0,0,1,0,0,0,0,0,0,,,,,,
610,Marcus Rashford ,Forward,35,,,14,,,23,8,14,8,,,,,,,,,,5,576,16.46,7,81,,,,3,0,21,9,7,2,5,0,2,0.2,,,,,
611,Nathan Redmond ,Midfielder,31,,,32,53%,,13,15,14,6,,126,109,120,55,4,15,,1,3,799,25.77,6,69,25%,5,41,3,0,19,4,1,1,0,0,1,0.03,,,,,
612,Harrison Reed ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
613,Winston Reid ,Defender,17,5,27,11,82%,0,1,22,101,57,0,80,69,53,0,44,25,0,0,0,659,38.76,0,1,0%,0,54,5,0,14,0,0,0,0,0,0,,,,,,
614,Jeff Reine-Adélaïde ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
615,Loïc Rémy ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
616,Renato Sanches ,Midfielder,12,,,12,58%,,3,7,4,2,,50,59,72,25,2,13,,0,0,379,31.58,0,32,16%,1,17,1,0,8,0,0,0,0,0,0,0,,,,,
617,Declan Rice ,Midfielder,26,,,36,67%,,2,27,70,33,,72,71,53,2,31,35,,1,0,573,22.04,0,5,0%,1,43,1,0,5,0,0,0,0,0,0,0,,,,,
618,Richarlison ,Forward,38,,,64,,,26,24,29,20,,,,,,,,,,4,804,21.16,6,51,,,,4,0,37,21,5,1,2,2,2,0.13,,,,,
619,Jairo Riedewald ,Midfielder,12,,,11,73%,,0,12,12,6,,23,18,11,3,4,3,,0,0,155,12.92,0,2,100%,0,13,0,0,3,0,0,0,0,0,0,0,,,,,
620,Matt Ritchie ,Midfielder,35,,,46,70%,,23,35,53,27,,184,131,203,16,33,81,,1,5,"1,046",29.89,10,190,22%,7,48,6,0,37,3,3,0,1,2,3,0.09,,,,,
621,Emmanuel Rivière ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
622,Rob Hunt ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
623,Roberto Firmino ,Forward,37,,,65,,,24,18,9,6,,,,,,,,,,7,"1,169",31.59,11,43,,,,1,0,57,13,15,3,10,2,1,0.41,,,,,
624,Patrick Roberts ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
625,Andrew Robertson ,Defender,22,9,18,31,55%,1,3,26,49,16,0,140,59,58,9,15,10,0,0,5,"1,421",64.59,8,88,13%,3,41,2,0,15,5,1,0,0,1,0,,,,,,
626,Joel Robles ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
627,Hal Robson-Kanu ,Forward,21,,,5,,,4,4,9,4,,,,,,,,,,0,184,8.76,0,19,,,,2,1,20,6,2,1,1,0,1,0.1,,,,,
628,Joe Rodon ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
629,Jay Rodriguez ,Forward,37,,,31,,,16,19,37,30,,,,,,,,,,1,704,19.03,3,30,,,,2,0,43,18,7,2,5,0,2,0.19,,,,,
630,Marcos Rojo ,Defender,9,3,8,7,71%,0,2,7,54,30,0,37,31,22,4,16,7,0,0,0,358,39.78,0,1,0%,0,19,6,0,8,0,0,0,0,0,0,,,,,,
631,Sergio Romero ,Goalkeeper,1,1,0,,,,,,,,,,,,,,,0,0,0,20,20,,,,,6,0,0,0,,0,,,,,,,,,,
632,Oriol Romeu ,Midfielder,34,,,93,69%,,7,69,72,37,,255,241,214,15,97,82,,0,0,"1,843",54.21,3,6,17%,2,89,11,0,53,3,1,0,1,0,1,0.03,,,,,
633,Salomón Rondón ,Forward,36,,,14,,,11,15,20,17,,,,,,,,,,3,833,23.14,3,35,,,,4,0,42,28,7,1,1,4,2,0.19,,,,,
634,Wayne Rooney ,Forward,31,,,28,,,8,16,36,16,,,,,,,,,,2,"1,162",37.48,3,62,,,,5,0,35,8,10,2,7,1,1,0.32,,,,,
635,Danny Rose ,Defender,10,1,14,15,73%,0,3,9,10,2,1,45,58,49,11,8,5,0,0,1,378,37.8,0,57,19%,0,20,4,0,12,0,0,0,0,0,0,,,,,,
636,Liam Rosenior ,Defender,3,0,3,4,75%,0,0,4,7,4,0,5,6,5,0,2,1,0,0,0,65,21.67,0,1,0%,0,3,0,0,1,0,0,0,0,0,0,,,,,,
637,Wayne Routledge ,Midfielder,15,,,10,50%,,1,2,4,1,,28,21,34,6,5,9,,0,0,160,10.67,0,15,27%,0,1,1,0,9,0,0,0,0,0,0,0,,,,,
638,Charlie Rowan ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
639,Antonio Rüdiger ,Defender,27,12,22,31,68%,0,5,24,101,52,1,175,111,99,8,59,39,0,0,1,"1,709",63.3,1,10,0%,3,102,4,0,26,2,2,2,0,0,0,,,,,,
640,Mat Ryan ,Goalkeeper,38,10,54,,,,,,,,,,,,,,,0,2,0,"1,053",27.71,,,,,364,0,0,0,,0,,,,,,,,,,
641,Abdelhamid Sabiri ,Midfielder,5,,,5,80%,,3,1,2,0,,8,24,26,1,14,13,,0,1,98,19.6,0,1,0%,0,2,1,0,4,1,0,0,0,0,0,0,,,,,
642,Henri Saivet ,Midfielder,1,,,5,60%,,0,4,8,3,,4,7,4,0,2,1,,1,0,24,24,0,2,0%,0,0,0,0,0,0,1,0,1,0,0,1,,,,,
643,Mamadou Sakho ,Defender,19,6,23,21,67%,1,1,30,99,61,0,140,75,51,6,41,35,0,1,2,739,38.89,2,0,0%,1,28,1,0,3,0,1,0,1,0,1,,,,,,
644,Bakary Sako ,Midfielder,16,,,7,86%,,5,1,0,0,,27,32,49,7,11,16,,0,0,131,8.19,3,27,22%,0,6,0,0,8,4,3,0,1,2,0,0.19,,,,,
645,Martin Samuelsen ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
646,Alexis Sánchez ,Forward,31,,,41,,,30,23,0,0,,,,,,,,,,6,"1,455",46.94,10,97,,,,5,0,31,26,9,1,7,1,4,0.29,,,,,
647,Jadon Sancho ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
648,Max Sanders ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
649,Leroy Sané ,Midfielder,32,,,27,78%,,18,13,6,1,,122,154,160,85,16,14,,0,15,"1,091",34.09,13,93,23%,2,14,4,0,24,7,10,0,0,10,2,0.31,,,,,
650,Santi Cazorla ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
651,Sean Scannell ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
652,Ezequiel Schelotto ,Defender,20,0,30,20,65%,0,1,19,51,30,0,74,73,62,15,27,19,0,0,0,455,22.75,1,33,15%,1,32,3,0,8,0,0,0,0,0,0,,,,,,
653,Christopher Schindler ,Defender,37,9,53,83,73%,2,2,75,265,143,0,156,258,139,2,155,95,0,0,1,"1,389",37.54,3,4,0%,0,93,6,1,30,1,0,0,0,0,1,,,,,,
654,Jeffrey Schlupp ,Midfielder,24,,,57,63%,,3,24,54,29,,113,116,127,13,39,51,,0,1,654,27.25,2,31,10%,0,27,3,0,18,0,0,0,0,0,0,0,,,,,
655,Kasper Schmeichel ,Goalkeeper,33,8,47,,,,,,,,,,,,,,,1,2,0,"1,032",31.27,,,,,331,3,0,0,,0,,,,,,,,,,
656,Morgan Schneiderlin ,Midfielder,30,,,58,69%,,2,61,59,25,,170,116,121,6,37,37,,0,0,"1,130",37.67,0,8,25%,0,63,5,1,39,0,0,0,0,0,0,0,,,,,
657,Ryan Schofield ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
658,Kyle Scott ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
659,Matz Sels ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
660,Xherdan Shaqiri ,Midfielder,36,,,25,68%,,17,16,4,2,,153,119,160,39,5,20,,0,7,"1,055",29.31,14,201,28%,15,76,5,0,28,15,8,1,1,6,2,0.22,,,,,
661,Samuel Shashoua ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
662,Luke Shaw ,Defender,11,6,2,18,83%,0,5,4,19,11,0,42,49,38,6,17,19,0,0,0,477,43.36,0,30,0%,0,8,2,0,4,0,0,0,0,0,1,,,,,,
663,Ryan Shawcross ,Defender,27,5,40,36,56%,3,2,40,215,135,0,80,207,113,3,154,79,1,1,1,665,24.63,0,0,0%,0,57,2,0,26,4,1,1,0,0,1,,,,,,
664,Ben Sheaf ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
665,Jonjo Shelvey ,Midfielder,30,,,39,62%,,15,28,28,7,,199,90,83,23,20,13,,0,3,"1,382",46.07,4,79,32%,21,157,2,2,23,0,1,0,1,0,2,0.03,,,,,
666,Oliver Shenton ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
667,Steve Sidwell ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
668,Gylfi Sigurdsson ,Midfielder,27,,,38,68%,,14,34,30,8,,120,93,133,20,19,39,,0,3,700,25.93,5,150,23%,6,12,2,0,19,1,4,0,4,0,0,0.15,,,,,
669,David Silva ,Midfielder,29,,,32,66%,,12,18,6,2,,135,120,107,38,17,11,,0,11,"2,429",83.76,14,74,22%,18,44,5,0,21,4,9,0,0,9,1,0.31,,,,,
670,Jack Simpson ,Defender,1,0,2,1,100%,0,0,0,4,1,0,1,1,1,0,0,0,0,0,0,5,5,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
671,Josh Sims ,Midfielder,6,,,4,75%,,4,1,0,0,,5,11,19,2,4,4,,0,0,62,10.33,0,3,67%,0,0,0,0,1,2,0,0,0,0,1,0,,,,,
672,Jerome Sinclair ,Forward,4,,,0,,,0,1,0,0,,,,,,,,,,0,8,2,0,0,,,,0,0,1,0,0,0,0,0,0,0,,,,,
673,Moussa Sissoko ,Midfielder,33,,,23,74%,,5,9,21,16,,108,64,70,18,16,17,,0,1,869,26.33,2,19,21%,3,29,3,0,23,3,1,0,0,1,0,0.03,,,,,
674,Jiri Skalak ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
675,Islam Slimani ,Forward,16,,,2,,,0,1,3,2,,,,,,,,,,1,157,9.81,0,7,,,,1,0,3,4,1,0,1,0,0,0.06,,,,,
676,Chris Smalling ,Defender,29,11,24,40,63%,0,3,63,159,89,0,139,165,84,3,108,52,0,0,0,"1,137",39.21,0,0,0%,0,44,4,0,24,2,4,2,1,1,0,,,,,,
677,Adam Smith ,Defender,27,2,38,49,71%,0,1,31,56,23,0,105,130,110,29,15,28,0,0,3,912,33.78,1,35,29%,1,31,6,0,23,1,1,0,1,0,0,,,,,,
678,Robert Snodgrass ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
679,Rubén Sobrino ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
680,Dominic Solanke ,Forward,21,,,7,,,4,2,7,4,,,,,,,,,,1,197,9.38,4,3,,,,0,0,13,1,1,0,1,0,1,0.05,,,,,
681,Son Heung-Min ,Forward,37,,,17,,,19,10,9,2,,,,,,,,,,6,916,24.76,9,51,,,,0,0,15,25,12,2,5,5,2,0.32,,,,,
682,Pape Souaré ,Defender,1,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
683,Harry Souttar ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
684,Julian Speroni ,Goalkeeper,11,2,14,,,,,,,,,,,,,,,0,0,0,294,26.73,,,,,87,0,0,0,,0,,,,,,,,,,
685,Raphael Spiegel ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
686,Konstantinos Stafylidis ,Defender,5,0,6,12,50%,0,2,5,11,8,1,15,22,13,2,3,2,0,0,0,94,18.8,0,10,0%,0,4,0,0,4,1,0,0,0,0,0,,,,,,
687,Junior Stanislas ,Midfielder,19,,,16,50%,,14,6,11,4,,74,48,65,20,10,25,,0,2,489,25.74,3,71,20%,4,9,1,0,6,1,5,0,4,1,1,0.26,,,,,
688,Jon Gorenc Stankovic ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
689,Maarten Stekelenburg ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
690,Dale Stephens ,Midfielder,36,,,104,60%,,7,63,67,36,,293,167,185,18,28,30,,0,3,"1,757",48.81,2,0,0%,3,148,6,0,50,0,0,0,0,0,1,0,,,,,
691,Dujon Sterling ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
692,Jamie Sterry ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
693,Steve Cook ,Defender,34,5,53,37,51%,1,4,54,225,122,1,138,189,108,1,137,68,1,3,1,"1,321",38.85,1,6,0%,0,104,5,0,22,1,2,2,0,0,1,,,,,,
694,Kevin Stewart ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
695,John Stones ,Defender,18,6,11,15,73%,0,1,19,41,21,0,67,54,28,4,33,11,0,0,0,"1,246",69.22,0,1,0%,0,61,0,0,6,0,0,0,0,0,1,,,,,,
696,Stuart Taylor ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
697,Daniel Sturridge ,Forward,15,,,0,,,7,0,1,1,,,,,,,,,,1,158,10.53,1,4,,,,0,0,1,3,2,1,0,1,0,0.13,,,,,
698,Mario Suárez ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
699,Andrew Surman ,Midfielder,25,,,16,75%,,4,16,49,27,,123,75,88,13,35,45,,0,5,"1,177",47.08,2,21,19%,2,66,2,0,9,1,2,0,0,2,0,0.08,,,,,
700,Sam Surridge ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
701,Markus Suttner ,Defender,14,4,18,25,60%,0,2,12,37,20,0,59,42,36,1,14,13,0,0,0,438,31.29,0,45,11%,1,40,0,0,5,0,0,0,0,0,0,,,,,,
702,Ryan Sweeney ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
703,Wojciech Szczesny ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
704,Lasse Sørensen ,Midfielder,1,,,2,100%,,0,0,3,0,,3,2,8,0,0,1,,0,1,54,54,1,1,100%,0,3,0,0,2,0,0,0,0,0,0,0,,,,,
705,Alexander Sørloth ,Forward,4,,,6,,,1,2,5,5,,,,,,,,,,0,107,26.75,0,7,,,,0,0,6,3,0,0,0,0,1,0,,,,,
706,Dusan Tadic ,Forward,36,,,46,,,10,19,18,5,,,,,,,,,,3,"1,111",30.86,8,121,,,,4,0,46,10,6,0,0,6,0,0.17,,,,,
707,Matt Targett ,Defender,2,0,6,6,50%,0,0,3,6,3,1,18,13,6,3,1,2,0,0,0,80,40,1,8,38%,1,6,0,0,1,0,0,0,0,0,0,,,,,,
708,James Tarkowski ,Defender,31,11,30,46,57%,0,3,50,219,143,0,127,225,113,11,147,62,0,0,0,"1,091",35.19,1,4,50%,0,119,5,0,25,3,0,0,0,0,0,,,,,,
709,Kyle Taylor ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
710,George Thomas ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
711,James Tilley ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
712,Tom Dele-Bashiru ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
713,James Tomkins ,Defender,28,8,32,47,55%,1,2,63,213,108,1,124,182,103,6,116,66,0,1,0,888,31.71,0,1,0%,0,75,8,0,20,1,3,1,1,1,2,,,,,,
714,Fikayo Tomori ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
715,Toni Martínez ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
716,Tosin Adarabioyo ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
717,Cenk Tosun ,Forward,14,,,6,,,3,1,11,8,,,,,,,,,,0,263,18.79,2,7,,,,0,0,25,9,5,2,2,1,0,0.36,,,,,
718,Yaya Touré ,Midfielder,10,,,2,100%,,4,5,4,4,,9,11,11,4,5,4,,0,2,416,41.6,1,0,0%,3,13,1,0,5,0,0,0,0,0,0,0,,,,,
719,Richard Towell ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
720,Andros Townsend ,Midfielder,36,,,60,57%,,21,35,21,5,,182,193,185,84,4,13,,0,7,"1,023",28.42,14,176,26%,3,33,3,0,10,6,2,0,0,2,0,0.06,,,,,
721,Kieran Trippier ,Defender,24,7,21,52,58%,0,1,20,45,23,0,147,120,81,13,36,29,0,0,5,"1,266",52.75,7,122,19%,5,74,1,0,18,3,0,0,0,0,0,,,,,,
722,Nathan Trott ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
723,Axel Tuanzebe ,Defender,1,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
724,Rayhaan Tulloch ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
725,Josh Tymon ,Defender,3,0,9,5,20%,0,0,1,2,1,0,6,6,3,1,0,0,0,0,0,81,27,0,4,0%,0,6,0,0,0,0,0,0,0,0,0,,,,,,
726,Leonardo Ulloa ,Forward,14,,,4,,,0,0,4,3,,,,,,,,,,0,134,9.57,2,0,,,,0,0,7,4,1,1,0,0,0,0.07,,,,,
727,Fredrik Ulvestad ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
728,Luis Antonio Valencia ,Defender,31,14,22,57,56%,0,9,48,60,25,0,188,128,119,29,22,25,0,0,1,"1,602",51.68,1,79,18%,3,75,7,0,38,4,3,0,2,1,0,,,,,,
729,Patrick van Aanholt ,Defender,28,5,38,47,66%,0,9,47,56,24,0,162,89,63,26,6,5,0,0,1,882,31.5,3,56,23%,3,39,7,0,18,3,5,0,2,3,0,,,,,,
730,Mike van der Hoorn ,Defender,24,5,27,32,69%,1,3,39,123,67,0,96,114,82,9,57,45,0,0,0,858,35.75,2,8,38%,0,74,4,0,22,0,1,1,0,0,0,,,,,,
731,Virgil van Dijk ,Defender,26,8,28,25,60%,0,5,47,157,96,0,140,188,72,5,139,51,0,0,0,"1,770",68.08,4,1,0%,3,106,1,0,14,0,0,0,0,0,0,,,,,,
732,Rajiv van La Parra ,Forward,33,,,41,,,17,21,7,6,,,,,,,,,,0,633,19.18,1,84,,,,3,1,29,3,3,0,3,0,1,0.09,,,,,
733,Jamie Vardy ,Forward,37,,,15,,,12,2,17,12,,,,,,,,,,1,463,12.51,5,39,,,,3,0,29,44,20,3,12,5,0,0.54,,,,,
734,Guillermo Varela ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
735,Thibaud Verlinden ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
736,Jan Vertonghen ,Defender,36,15,31,64,64%,0,12,60,170,85,0,247,235,111,30,118,66,0,0,0,"2,488",69.11,2,15,13%,2,163,4,0,20,1,0,0,0,0,1,,,,,,
737,Nikola Vlasic ,Midfielder,12,,,9,56%,,2,9,9,4,,39,34,45,13,5,14,,0,0,203,16.92,2,8,25%,2,2,0,0,7,1,0,0,0,0,0,0,,,,,
